Supplementary Table S1:422 Curated Assembled Genome Collection											
File	Data Source	Source Category	Species	Total_length (bp)	Gap_Number	N Proportion	Contig_Sequences	Max_Scaffold (bp)	N50 (bp)	BUSCO	Telomere_Count
TG17.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	384059475	189	4.92E-05	80	44398060	30306559	99.8	10
TG9.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	394071163	169	4.29E-05	43	44143165	32080382	99.9	6
TG83.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	394695390	208	5.27E-05	60	47954974	37099758	99.8	8
TG63.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	380433718	169	4.44E-05	48	44217315	30612040	99.9	11
TG55.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	394442534	175	4.44E-05	47	44305127	32328108	99.9	7
TG42.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	397076940	175	4.41E-05	48	43606976	32410860	99.8	7
TG31.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	383298783	138	3.60E-05	43	44737220	30357401	99.9	12
TG18.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	376127504	139	3.70E-05	35	43446687	30366159	99.8	13
TG10.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	396254309	246	6.21E-05	83	54505134	32859750	99.9	8
TG1.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	395432161	259	6.55E-05	102	44486335	36075779	99.8	8
SE-3.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	384883203	402	0.000104447	104	43131749	30712224	99.8	8
TG82.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	391166142	194	4.96E-05	37	43749250	36020638	99.8	8
TG8.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	394835322	130	3.29E-05	37	44483122	32272682	99.8	5
TG75.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	395931629	149	3.76E-05	37	44999710	32836163	99.9	6
TG62.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	392935867	226	5.75E-05	49	43448172	32312466	99.8	9
TG43.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	397619672	229	5.76E-05	45	45214412	31103319	99.8	9
TG30.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	396817318	233	5.87E-05	57	44507183	31332587	99.8	8
TG27.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	383318168	193	5.03E-05	53	41494639	30944886	99.8	6
TG19.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	397087769	204	5.14E-05	207	43486091	30371103	99.8	5
TG85.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	394543747	202	5.12E-05	60	43568834	31542369	99.8	2
TG7.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	399527080	173	4.33E-05	57	46258570	37030492	99.9	11
TG65.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	383016118	171	4.46E-05	56	43999106	31043761	99.9	9
TG53.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	392109546	182	4.64E-05	42	44506607	31758487	99.9	7
TG28.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	396072871	199	5.02E-05	64	43591431	31563387	99.8	8
SE-19.fixed.fa	10.1101/gr.276015.121	Research Article	Oryza_sativa	385627330	362	9.39E-05	110	43425083	30724056	99.8	3
GWHBKAJ00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	375155768	53	1.41275E-05	Unknown	Unknown	Unknown	Unknown	0
GWHBKAK00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	375604858	45	1.19807E-05	Unknown	Unknown	Unknown	Unknown	11
GWHBKAL00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	369071651	27	7.31565E-06	Unknown	Unknown	Unknown	Unknown	9
GWHBKAM00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	375668579	52	1.3842E-05	Unknown	Unknown	Unknown	Unknown	0
GWHBKAN00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	375239166	39	1.03934E-05	Unknown	Unknown	Unknown	Unknown	12
GWHBKAO00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	376428686	28	7.43833E-06	Unknown	Unknown	Unknown	Unknown	0
GWHBKAP00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	378772879	60	1.58406E-05	Unknown	Unknown	Unknown	Unknown	0
GWHBKAQ00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	375355296	29	7.72601E-06	Unknown	Unknown	Unknown	Unknown	16
GWHBKAR00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	380239715	31	8.15275E-06	Unknown	Unknown	Unknown	Unknown	6
GWHBKAT00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	374650605	25	6.67288E-06	Unknown	Unknown	Unknown	Unknown	10
GWHBKAU00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	375638747	63	1.67714E-05	Unknown	Unknown	Unknown	Unknown	0
GWHBKAV00000000.genome.fa	10.1111/pbi.13938	Research Article	Oryza sativa	376390062	44	1.169E-05	Unknown	Unknown	Unknown	Unknown	12
DXCWR_O.rufipogon_scaffolded_anchored.fa.gz	10.1111/tpj.14946	Research Article	Oryza_rufipogon	359283425	2490	0.000865782	931	40453401	27203563	97	Unknown
P11-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	396668413	13	3.2773E-06	Unknown	Unknown	Unknown	Unknown	13
P12-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	389217558	0	0	Unknown	Unknown	Unknown	Unknown	11
P13-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	394029138	13	3.29163E-06	Unknown	Unknown	Unknown	Unknown	10
P14-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	392503198	18	4.57321E-06	Unknown	Unknown	Unknown	Unknown	11
P16-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	393807536	15	3.80897E-06	Unknown	Unknown	Unknown	Unknown	14
P17-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	391426509	17	4.34309E-06	Unknown	Unknown	Unknown	Unknown	10
P3-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	380906602	1	2.87997E-06	Unknown	Unknown	Unknown	Unknown	11
P4-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	376563518	0	0	Unknown	Unknown	Unknown	Unknown	14
P5-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	381581367	0	0	Unknown	Unknown	Unknown	Unknown	18
P6-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	376787404	1	2.65402E-06	Unknown	Unknown	Unknown	Unknown	14
P9-new.fa	10.1126/science.adm8762	Research Article	Oryza sativa	375631694	19	5.05016E-06	Unknown	Unknown	Unknown	Unknown	15
GCA_001433935.1_IRGSP-1.0_genomic.fna.gz	10.1186/1939-8433-6-4	Research Article	Oryza_sativa	373795655	921	0.00031636	43	43270923	29958434	99.8	13
R498.genome.fa	10.1186/1939-8433-6-4	Research Article	Oryza_sativa	390983850	5	0.000127883	2	44361539	31778392	99.9	24
T2T-NIP.genome.fa	10.1186/1939-8433-6-4	Research Article	Oryza_sativa	385710679	0	0	0	43929697	31111469	99.9	24
GCA_037179195.1_ASM3717919v1_genomic.fna.gz	10.1186/s12284-022-00568-2	Research Article	Oryza_sativa	392790159	7	1.78E-06	7	44688117	31995073	99.9	9
GCA_037179205.1_ASM3717920v1_genomic.fna.gz	10.1186/s12284-022-00568-2	Research Article	Oryza_sativa	393465282	8	2.03E-06	8	44647898	32018759	99.9	12
GCA_009797565.1_Osativa_Kitaake_v2.0_genomic.fna.gz	10.1186/s12864-019-6262-4	Research Article	Oryza_sativa	381570803	474	0.00018432	21	44294598	30273398	99.9	18
DXWR.Chr.final.fa	10.3389/fgene.2022.1029879	Research Article	Oryza rufipogon	402688044	177	4.39546E-05	Unknown	Unknown	Unknown	Unknown	7
GWHBQTM00000000.genome.fasta.gz	10.3389/fpls.2023.1134308	Research Article	Oryza_sativa	380152357	53	1.39E-05	15	43383279	30545485	99.9	13
GCA_026167685.1_ASM2616768v1_genomic.fna.gz	10.3390/ijms23179705	Research Article	Oryza_sativa	378776665	8	2.11E-06	0	43598337	30175499	99.9	6
GCA_046630015.1_ASM4663001v1_genomic.fna.gz	10.3390/plants10081523	Research Article	Oryza_sativa	391229816	3	7.67E-07	7	44260955	31914999	99.9	11
